"","L1","L2","L3","L4","L5"
"KO9567","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15329 trans-AT polyketide synthase, acyltransferase and oxidoreductase domains"
"KO9568","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15337 polyketide biosynthesis acyl carrier protein"
"KO9569","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15384 aspyridone synthetase, hybrid polyketide synthase / nonribosomal peptide synthetase"
"KO9570","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15389 acyl-CoA dehydrogenase"
"KO9571","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15394 hybrid polyketide synthase / nonribosomal peptide synthetase ACE1"
"KO9572","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15395 hybrid polyketide synthase / nonribosomal peptide synthetase FtdB"
"KO9573","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15416 orsellinic acid synthase"
"KO9574","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15419 emericellamide biosynthesis, highly reducing iterative type I polyketide synthase"
"KO9575","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15468 cytochrome P450 family 107 subfamily K polypeptide 1"
"KO9576","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15469 rhizoxin biosynthesis acyltransferase"
"KO9577","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15471 O-methyltransferase [EC:2.1.1.-]"
"KO9578","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15644 coronafacic acid polyketide synthase Cfa6"
"KO9579","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15650 non-haem Fe2+, alpha-ketoglutarate-dependent halogenase"
"KO9580","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15658 arthrofactin-type cyclic lipopeptide synthetase A"
"KO9581","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15659 arthrofactin-type cyclic lipopeptide synthetase B"
"KO9582","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15660 arthrofactin-type cyclic lipopeptide synthetase C"
"KO9583","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15674 rhizoxin biosynthesis, polyketide synthase / nonribosomal peptide synthetase RhiA"
"KO9584","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15675 rhizoxin biosynthesis, polyketide synthase / nonribosomal peptide synthetase RhiB"
"KO9585","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15676 rhizoxin biosynthesis, polyketide synthase RhiC"
"KO9586","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15677 rhizoxin biosynthesis, polyketide synthase RhiD"
"KO9587","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K15678 rhizoxin biosynthesis, polyketide synthase RhiE"
"KO9588","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K16167 alkylresorcinol/alkylpyrone synthase"
"KO9589","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K16168 methyltransferase"
"KO9590","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K16231 fungal type III polyketide synthase"
"KO9591","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K16232 germicidin synthase"
"KO9592","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K16233 alpha-pyrone synthase"
"KO9593","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K19580 1,3,6,8-tetrahydroxynaphthalene synthase [EC:2.3.1.233]"
"KO9594","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K21384 3,5-dihydroxybiphenyl/4-hydroxycoumarin synthase [EC:2.3.1.177 2.3.1.208]"
"KO9595","KEGG","Brite Hierarchies","Protein families: metabolism","ko01008 Polyketide biosynthesis proteins","K23365 5-hydroxydodecatetraenal polyketide synthase CpkA [EC:2.3.1.281]"
"KO9596","KEGG","Brite Hierarchies","Protein families: metabolism","ko01006 Prenyltransferases",NA
"KO9597","KEGG","Brite Hierarchies","Protein families: metabolism","ko01006 Prenyltransferases","K05956 geranylgeranyl transferase type-2 subunit beta [EC:2.5.1.60]"
"KO9598","KEGG","Brite Hierarchies","Protein families: metabolism","ko01006 Prenyltransferases","K11713 geranylgeranyl transferase type-1 subunit beta [EC:2.5.1.59]"
"KO9599","KEGG","Brite Hierarchies","Protein families: metabolism","ko01006 Prenyltransferases","K14050 geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60]"
"KO9600","KEGG","Brite Hierarchies","Protein families: metabolism","ko01006 Prenyltransferases","K14136 decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]"
"KO9601","KEGG","Brite Hierarchies","Protein families: metabolism","ko01006 Prenyltransferases","K14137 protein prenyltransferase alpha subunit repeat containing protein 1"
"KO9602","KEGG","Brite Hierarchies","Protein families: metabolism","ko01006 Prenyltransferases","K23460 Rab proteins geranylgeranyltransferase component A"
"KO9603","KEGG","Brite Hierarchies","Protein families: metabolism","ko01007 Amino acid related enzymes",NA
"KO9604","KEGG","Brite Hierarchies","Protein families: metabolism","ko01007 Amino acid related enzymes","K00596 2,2-dialkylglycine decarboxylase (pyruvate) [EC:4.1.1.64]"
"KO9605","KEGG","Brite Hierarchies","Protein families: metabolism","ko01007 Amino acid related enzymes","K01894 glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]"
"KO9606","KEGG","Brite Hierarchies","Protein families: metabolism","ko01007 Amino acid related enzymes","K03918 L-lysine 6-transaminase [EC:2.6.1.36]"
"KO9607","KEGG","Brite Hierarchies","Protein families: metabolism","ko01007 Amino acid related enzymes","K10907 aminotransferase [EC:2.6.1.-]"
"KO9608","KEGG","Brite Hierarchies","Protein families: metabolism","ko01007 Amino acid related enzymes","K14261 alanine-synthesizing transaminase [EC:2.6.1.-]"
"KO9609","KEGG","Brite Hierarchies","Protein families: metabolism","ko01007 Amino acid related enzymes","K14270 aminotransferase"
"KO9610","KEGG","Brite Hierarchies","Protein families: metabolism","ko01007 Amino acid related enzymes","K14271 nicotianamine aminotransferase [EC:2.6.1.80]"
"KO9611","KEGG","Brite Hierarchies","Protein families: metabolism","ko01007 Amino acid related enzymes","K14287 methionine transaminase [EC:2.6.1.88]"
"KO9612","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450",NA
"KO9613","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K00490 cytochrome P450 family 4 subfamily F [EC:1.14.14.1]"
"KO9614","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K07426 cytochrome P450 family 4 subfamily B1 [EC:1.14.14.1]"
"KO9615","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K07427 docosahexaenoic acid omega-hydroxylase [EC:1.14.14.79]"
"KO9616","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K07429 cytochrome P450 family 4 subfamily Z [EC:1.14.14.1]"
"KO9617","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K07435 cytochrome P450 family 20 subfamily A [EC:1.14.-.-]"
"KO9618","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K13074 biflaviolin synthase [EC:1.14.19.69]"
"KO9619","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K14999 cytochrome P450 family 6 [EC:1.14.-.-]"
"KO9620","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K15001 cytochrome P450 family 4 [EC:1.14.-.-]"
"KO9621","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K15003 cytochrome P450 family 9 [EC:1.14.-.-]"
"KO9622","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K15629 fatty-acid peroxygenase [EC:1.11.2.4]"
"KO9623","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K17814 cytochrome P450 family 1, invertebrate"
"KO9624","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K17854 cytochrome P450 family 2 subfamily K [EC:1.14.-.-]"
"KO9625","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K17861 cytochrome P450 family 13"
"KO9626","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K17960 cytochrome P450 family 49 subfamily A"
"KO9627","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20496 laurate 7-monooxygenase [EC:1.14.14.130]"
"KO9628","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20497 methyl-branched lipid omega-hydroxylase [EC:1.14.15.14]"
"KO9629","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20562 biphenyl-4-hydroxylase"
"KO9630","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20617 cytochrome P450 family 71 subfamily A"
"KO9631","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20619 cytochrome P450 family 78 subfamily A"
"KO9632","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20620 fatty acid hydroxylase"
"KO9633","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20624 12-hydroxyjasmonoyl-L-amino acid 12-hydroxylase / fatty acid hydroxylase [EC:1.14.14.49]"
"KO9634","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20660 cytochrome P450 family 709"
"KO9635","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20663 gibberellin 16alpha,17-epoxidase [EC:1.14.-.-]"
"KO9636","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20665 jasmonoyl-L-amino acid 12-hydroxylase [EC:1.14.14.48]"
"KO9637","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20667 beta-amyrin 28-monooxygenase [EC:1.14.14.126]"
"KO9638","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20768 cytochrome P450 family 94 subfamily A2"
"KO9639","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20770 (+)-delta-cadinene 8-hydroxylase [EC:1.14.-.-]"
"KO9640","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K20771 carlactone C-19 oxidase [EC:1.14.-.-]"
"KO9641","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K21033 cytochrome P450 family 103"
"KO9642","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K21115 cytochrome P450 family 107 subfamily B1"
"KO9643","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K21119 cytochrome P450 family 130"
"KO9644","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K21199 beta-dihydromenaquinone-9 omega-hydroxylase [EC:1.14.15.27]"
"KO9645","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K21200 cytochrome P450 family 144"
"KO9646","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K21445 helvolic acid biosynthesis cytochrome P450 monooxygenase"
"KO9647","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K22983 cytochrome P450 family 76 subfamily A"
"KO9648","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K22992 cytochrome P450 family 628"
"KO9649","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K23135 flavanone 2-hydroxylase [EC:1.14.14.162]"
"KO9650","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K23138 cytochrome P450 family 109 [EC:1.14.-.-]"
"KO9651","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K23139 cytochrome P450 family 110 [EC:1.14.-.-]"
"KO9652","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K23807 cytochrome P450 family 71 subfamily D353"
"KO9653","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K23811 fatty acid omega-hydroxylase [EC:1.14.-.-]"
"KO9654","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K23812 cytochrome P450 family 150 subfamily A5 [EC:1.14.-.-]"
"KO9655","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K23814 cytochrome P450 family 705 subfamily A [EC:1.14.-.-]"
"KO9656","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K24184 cytochrome P450 family 89 subfamily A [EC:1.14.-.-]"
"KO9657","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K24188 cytochrome P450 family 93 subfamily A [EC:1.14.-.-]"
"KO9658","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K24192 cytochrome P450 family 138 [EC:1.14.-.-]"
"KO9659","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K24241 cytochrome P450 family 135 [EC:1.14.-.-]"
"KO9660","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K24389 vitamin D3 1,25-hydroxylase [EC:1.14.15.-]"
"KO9661","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K24392 retinoid hydroxylase"
"KO9662","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K24532 cytochrome P450 family 1 subfamily A [EC:1.14.-.-]"
"KO9663","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K24542 cytochrome P450 family 81 subfamily D"
"KO9664","KEGG","Brite Hierarchies","Protein families: metabolism","ko00199 Cytochrome P450","K24543 cytochrome P450 family 97 subfamily B polypeptide 3"
"KO9665","KEGG","Brite Hierarchies","Protein families: metabolism","ko00194 Photosynthesis proteins",NA
"KO9666","KEGG","Brite Hierarchies","Protein families: metabolism","ko00194 Photosynthesis proteins","K02116 ATP synthase protein I"
"KO9667","KEGG","Brite Hierarchies","Protein families: metabolism","ko00194 Photosynthesis proteins","K08952 chlorosome envelope protein I"
"KO9668","KEGG","Brite Hierarchies","Protein families: metabolism","ko00194 Photosynthesis proteins","K13992 photosynthetic reaction center cytochrome c subunit"
"KO9669","KEGG","Brite Hierarchies","Protein families: genetic information processing",NA,NA
"KO9670","KEGG","Brite Hierarchies","Protein families: genetic information processing","ko03000 Transcription factors",NA
"KO9671","KEGG","Brite Hierarchies","Protein families: genetic information processing","ko03000 Transcription factors","K00375 GntR family transcriptional regulator / MocR family aminotransferase"
"KO9672","KEGG","Brite Hierarchies","Protein families: genetic information processing","ko03000 Transcription factors","K01420 CRP/FNR family transcriptional regulator, anaerobic regulatory protein"
"KO9673","KEGG","Brite Hierarchies","Protein families: genetic information processing","ko03000 Transcription factors","K01926 redox-sensing transcriptional repressor"
"KO9674","KEGG","Brite Hierarchies","Protein families: genetic information processing","ko03000 Transcription factors","K01994 LuxR family transcriptional regulator, transcriptional regulator of spore coat protein"
"KO9675","KEGG","Brite Hierarchies","Protein families: genetic information processing","ko03000 Transcription factors","K02019 molybdate transport system regulatory protein"
"KO9676","KEGG","Brite Hierarchies","Protein families: genetic information processing","ko03000 Transcription factors","K02043 GntR family transcriptional regulator, phosphonate transport system regulatory protein"
"KO9677","KEGG","Brite Hierarchies","Protein families: genetic information processing","ko03000 Transcription factors","K02076 Fur family transcriptional regulator, zinc uptake regulator"
"KO9678","KEGG","Brite Hierarchies","Protein families: genetic information processing","ko03000 Transcription factors","K02081 DeoR family transcriptional regulator, aga operon transcriptional repressor"
"KO9679","KEGG","Brite Hierarchies","Protein families: genetic information processing","ko03000 Transcription factors","K02099 AraC family transcriptional regulator, arabinose operon regulatory protein"
"KO9680","KEGG","Brite Hierarchies","Protein families: genetic information processing","ko03000 Transcription factors","K02103 GntR family transcriptional regulator, arabinose operon transcriptional repressor"
"KO9681","KEGG","Brite Hierarchies","Protein families: genetic information processing","ko03000 Transcription factors","K02167 TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes"
